interval_datetime,region_id,rrp,total_demand_mw,scheduled_generation_mw
2024-08-01 04:50:00,NSW1,80.73,8255.5,8017.6
2024-08-01 04:55:00,NSW1,51.12,8070.7,7578.5
2024-08-01 05:00:00,NSW1,56.69,8276.1,7959.7
2024-08-01 05:05:00,NSW1,85.55,8125.5,7958.2
2024-08-01 05:10:00,NSW1,58.89,8312.2,8016.7
2024-08-01 05:15:00,NSW1,104.27,8514.0,7982.9
2024-08-01 05:20:00,NSW1,93.22,8450.9,8237.9
2024-08-01 05:25:00,NSW1,162.37,8483.0,8135.2
2024-08-01 05:30:00,NSW1,96.3,8589.8,8076.8
2024-08-01 05:35:00,NSW1,78.03,8331.5,7683.0
2024-08-01 05:40:00,NSW1,44.29,8889.9,8493.9
2024-08-01 05:45:00,NSW1,105.87,8451.5,8040.2
2024-08-01 05:50:00,NSW1,97.54,8445.9,7813.5
2024-08-01 05:55:00,NSW1,69.93,8614.1,8254.4
2024-08-01 06:00:00,NSW1,87.63,8295.0,7766.2
2024-08-01 06:05:00,NSW1,81.52,8547.6,8357.5
2024-08-01 06:10:00,NSW1,102.35,8814.6,8201.1
2024-08-01 06:15:00,NSW1,70.58,8685.4,8362.9
2024-08-01 06:20:00,NSW1,104.01,8589.5,8282.6
2024-08-01 06:25:00,NSW1,106.74,9231.2,8629.9
2024-08-01 06:30:00,NSW1,70.04,9124.9,8458.5
2024-08-01 06:35:00,NSW1,101.89,9023.1,8354.2
2024-08-01 06:40:00,NSW1,63.7,8405.2,7951.6
2024-08-01 06:45:00,NSW1,55.19,9326.5,8605.8
2024-08-01 06:50:00,NSW1,55.24,9336.4,9069.3
2024-08-01 06:55:00,NSW1,96.42,8938.0,8567.4
2024-08-01 07:00:00,NSW1,78.35,9170.5,8753.5
2024-08-01 07:05:00,NSW1,60.05,9488.5,9040.1
2024-08-01 07:10:00,NSW1,100.03,9205.8,8969.4
2024-08-01 07:15:00,NSW1,73.83,9320.7,8753.4
2024-08-01 07:20:00,NSW1,106.28,9191.0,8839.9
2024-08-01 07:25:00,NSW1,94.61,9497.5,9195.6
2024-08-01 07:30:00,NSW1,75.71,9200.3,8909.7
2024-08-01 07:35:00,NSW1,90.78,9373.8,9060.6
2024-08-01 07:40:00,NSW1,83.86,9499.1,8983.7
2024-08-01 07:45:00,NSW1,106.41,9566.3,9319.0
2024-08-01 07:50:00,NSW1,88.96,9667.5,9413.5
2024-08-01 07:55:00,NSW1,85.66,9489.0,9056.3
2024-08-01 08:00:00,NSW1,134.89,9275.7,8716.5
2024-08-01 08:05:00,NSW1,106.07,9646.2,9331.5
2024-08-01 08:10:00,NSW1,68.65,9419.2,8976.2
2024-08-01 08:15:00,NSW1,85.17,9594.5,8894.3
2024-08-01 08:20:00,NSW1,75.87,9473.9,8773.5
2024-08-01 08:25:00,NSW1,77.01,9423.7,9134.5
2024-08-01 08:30:00,NSW1,93.14,9267.3,9074.6
2024-08-01 08:35:00,NSW1,56.94,9059.5,8849.6
2024-08-01 08:40:00,NSW1,82.98,9167.0,8740.8
2024-08-01 08:45:00,NSW1,83.94,9427.6,8952.1
2024-08-01 08:50:00,NSW1,80.91,9230.5,8557.9
2024-08-01 08:55:00,NSW1,68.97,9256.3,8839.8
2024-08-01 09:00:00,NSW1,95.4,9138.0,8883.2
2024-08-01 09:05:00,NSW1,86.7,9158.1,8729.8
2024-08-01 09:10:00,NSW1,96.89,9079.7,8732.3
2024-08-01 09:15:00,NSW1,69.41,9421.2,9176.9
2024-08-01 09:20:00,NSW1,68.31,9382.3,8737.6
2024-08-01 09:25:00,NSW1,74.13,8564.8,7919.5
2024-08-01 09:30:00,NSW1,124.98,8961.7,8682.3
2024-08-01 09:35:00,NSW1,95.25,8698.1,8431.5
2024-08-01 09:40:00,NSW1,123.28,8581.5,8340.9
2024-08-01 09:45:00,NSW1,74.42,8978.9,8341.6
2024-08-01 09:50:00,NSW1,112.53,8431.7,8183.2
2024-08-01 09:55:00,NSW1,109.79,8671.1,8119.6
2024-08-01 10:00:00,NSW1,84.6,8653.4,8451.7
2024-08-01 10:05:00,NSW1,96.39,8538.0,7921.2
2024-08-01 10:10:00,NSW1,93.89,8601.0,8259.6
2024-08-01 10:15:00,NSW1,109.5,8284.7,7955.7
2024-08-01 10:20:00,NSW1,85.18,8779.5,8526.1
2024-08-01 10:25:00,NSW1,118.83,8835.4,8342.4
2024-08-01 10:30:00,NSW1,110.57,8567.0,7991.1
2024-08-01 10:35:00,NSW1,46.05,8610.4,8147.6
2024-08-01 10:40:00,NSW1,96.67,8362.6,8086.8
2024-08-01 10:45:00,NSW1,53.54,8658.8,8459.4
2024-08-01 10:50:00,NSW1,80.38,8080.3,7909.0
2024-08-01 10:55:00,NSW1,79.45,8001.5,7476.7
2024-08-01 11:00:00,NSW1,61.96,8390.7,7893.5
2024-08-01 11:05:00,NSW1,99.98,8303.8,7725.3
2024-08-01 11:10:00,NSW1,64.46,8212.2,7599.0
2024-08-01 11:15:00,NSW1,59.34,8270.0,7789.1
2024-08-01 11:20:00,NSW1,80.41,8601.7,8326.1
2024-08-01 11:25:00,NSW1,83.57,8150.8,7949.0
2024-08-01 11:30:00,NSW1,74.56,8239.0,7949.8
2024-08-01 11:35:00,NSW1,67.19,8162.1,7746.4
2024-08-01 11:40:00,NSW1,104.69,7992.9,7711.9
2024-08-01 11:45:00,NSW1,83.59,8331.5,7931.0
2024-08-01 11:50:00,NSW1,58.66,8210.2,7672.8
2024-08-01 11:55:00,NSW1,49.34,8102.1,7610.5
2024-08-01 12:00:00,NSW1,55.5,8116.2,7900.6
2024-08-01 12:05:00,NSW1,92.22,8496.4,8070.8
2024-08-01 12:10:00,NSW1,58.9,8228.8,7938.5
2024-08-01 12:15:00,NSW1,71.04,8043.1,7574.9
2024-08-01 12:20:00,NSW1,109.52,8363.4,8189.4
2024-08-01 12:25:00,NSW1,84.08,7979.8,7414.6
2024-08-01 12:30:00,NSW1,64.39,8101.0,7591.5
2024-08-01 12:35:00,NSW1,57.82,8214.5,8041.5
2024-08-01 12:40:00,NSW1,56.2,8166.2,7937.0
2024-08-01 12:45:00,NSW1,86.15,8109.9,7786.4
2024-08-01 12:50:00,NSW1,85.88,8220.1,7700.6
2024-08-01 12:55:00,NSW1,82.49,8094.5,7653.5
2024-08-01 13:00:00,NSW1,73.03,7935.7,7591.6
2024-08-01 13:05:00,NSW1,42.21,8307.2,7882.4
2024-08-01 13:10:00,NSW1,73.15,8095.2,7512.9
2024-08-01 13:15:00,NSW1,62.01,8367.1,8039.9
2024-08-01 13:20:00,NSW1,98.89,8289.0,7830.7
2024-08-01 13:25:00,NSW1,69.27,8296.8,8113.5
2024-08-01 13:30:00,NSW1,62.25,8263.3,7692.0
2024-08-01 13:35:00,NSW1,70.83,8216.9,7974.6
2024-08-01 13:40:00,NSW1,66.49,8258.6,7679.0
2024-08-01 13:45:00,NSW1,66.73,8268.6,7866.6
2024-08-01 13:50:00,NSW1,68.93,8347.7,8088.9
2024-08-01 13:55:00,NSW1,56.5,7871.4,7384.0
2024-08-01 14:00:00,NSW1,107.91,8210.3,7996.6
2024-08-01 14:05:00,NSW1,34.23,8345.2,7990.1
2024-08-01 14:10:00,NSW1,99.05,7968.3,7710.4
2024-08-01 14:15:00,NSW1,121.51,8317.6,8045.8
2024-08-01 14:20:00,NSW1,61.41,8141.3,7853.4
2024-08-01 14:25:00,NSW1,69.05,8232.2,8006.7
2024-08-01 14:30:00,NSW1,68.79,8395.6,8150.3
2024-08-01 14:35:00,NSW1,59.85,8185.7,7604.5
2024-08-01 14:40:00,NSW1,61.26,8361.1,8013.8
2024-08-01 14:45:00,NSW1,117.47,8311.8,7819.3
2024-08-01 14:50:00,NSW1,110.3,7958.6,7774.3
2024-08-01 14:55:00,NSW1,57.9,8308.3,7948.5
2024-08-01 15:00:00,NSW1,95.52,8291.6,8087.2
2024-08-01 15:05:00,NSW1,90.67,8155.6,7800.0
2024-08-01 15:10:00,NSW1,70.96,8566.1,8356.6
2024-08-01 15:15:00,NSW1,79.03,8154.0,7912.1
2024-08-01 15:20:00,NSW1,104.2,8347.2,7879.3
2024-08-01 15:25:00,NSW1,73.3,8333.2,7668.8
2024-08-01 15:30:00,NSW1,48.24,8214.1,8010.3
2024-08-01 15:35:00,NSW1,55.81,8193.7,7760.5
2024-08-01 15:40:00,NSW1,51.68,8396.6,7813.7
2024-08-01 15:45:00,NSW1,81.95,8016.0,7549.0
2024-08-01 15:50:00,NSW1,106.88,8823.3,8468.7
2024-08-01 15:55:00,NSW1,60.57,8501.4,8329.8
2024-08-01 16:00:00,NSW1,85.36,9031.1,8715.0
2024-08-01 16:05:00,NSW1,81.48,8668.0,8073.7
2024-08-01 16:10:00,NSW1,73.44,8675.7,8015.9
2024-08-01 16:15:00,NSW1,117.64,8687.3,8222.0
2024-08-01 16:20:00,NSW1,41.45,9003.7,8381.7
2024-08-01 16:25:00,NSW1,69.8,8591.1,8114.5
2024-08-01 16:30:00,NSW1,115.06,9063.7,8459.3
2024-08-01 16:35:00,NSW1,63.16,9085.3,8415.2
2024-08-01 16:40:00,NSW1,99.59,8921.5,8335.3
2024-08-01 16:45:00,NSW1,81.11,9033.2,8774.3
2024-08-01 16:50:00,NSW1,116.47,9071.7,8457.5
2024-08-01 16:55:00,NSW1,84.06,9307.2,8610.4
2024-08-01 17:00:00,NSW1,63.19,9318.0,9071.6
2024-08-01 17:05:00,NSW1,117.1,9218.0,8690.6
2024-08-01 17:10:00,NSW1,107.77,9079.3,8575.9
2024-08-01 17:15:00,NSW1,134.41,9031.3,8822.7
2024-08-01 17:20:00,NSW1,104.62,9369.5,8894.0
2024-08-01 17:25:00,NSW1,99.43,9539.5,8789.2
2024-08-01 17:30:00,NSW1,55.23,9616.8,8996.3
2024-08-01 17:35:00,NSW1,92.57,9625.8,9159.3
2024-08-01 17:40:00,NSW1,78.54,9518.5,9279.1
2024-08-01 17:45:00,NSW1,73.95,9683.3,9230.7
2024-08-01 17:50:00,NSW1,109.77,9861.3,9078.9
2024-08-01 17:55:00,NSW1,122.5,9722.1,9332.3
2024-08-01 18:00:00,NSW1,66.92,9319.8,8600.4
2024-08-01 18:05:00,NSW1,80.5,9772.7,9344.6
2024-08-01 18:10:00,NSW1,63.65,9544.2,8984.4
2024-08-01 18:15:00,NSW1,123.68,9457.3,8970.9
2024-08-01 18:20:00,NSW1,102.02,9717.3,9065.2
2024-08-01 18:25:00,NSW1,100.0,9482.6,9063.5
2024-08-01 18:30:00,NSW1,79.51,9777.7,9039.5
2024-08-01 18:35:00,NSW1,138.26,9511.1,8998.3
2024-08-01 18:40:00,NSW1,81.75,9606.8,9238.7
2024-08-01 18:45:00,NSW1,57.33,9540.8,8830.0
2024-08-01 18:50:00,NSW1,108.11,9357.0,8912.7
2024-08-01 18:55:00,NSW1,106.94,9386.3,9006.4
2024-08-01 19:00:00,NSW1,102.5,9412.0,8935.4
2024-08-01 19:05:00,NSW1,95.85,9277.2,8851.1
2024-08-01 19:10:00,NSW1,114.08,8940.1,8745.8
2024-08-01 19:15:00,NSW1,104.76,9069.6,8803.6
2024-08-01 19:20:00,NSW1,77.29,9185.3,8779.1
2024-08-01 19:25:00,NSW1,81.21,8878.2,8538.9
2024-08-01 19:30:00,NSW1,67.79,9120.7,8563.6
2024-08-01 19:35:00,NSW1,90.94,9095.8,8709.7
2024-08-01 19:40:00,NSW1,105.24,8831.7,8138.1
2024-08-01 19:45:00,NSW1,108.33,8746.2,8465.6
2024-08-01 19:50:00,NSW1,115.02,8591.6,8227.7
2024-08-01 19:55:00,NSW1,115.36,8556.9,8251.0
2024-08-01 20:00:00,NSW1,78.29,8516.9,7982.3
2024-08-01 20:05:00,NSW1,67.77,8375.7,7714.6
2024-08-01 20:10:00,NSW1,88.46,8502.8,8169.3
2024-08-01 20:15:00,NSW1,78.85,8639.8,8190.9
2024-08-01 20:20:00,NSW1,91.02,8250.9,7705.5
2024-08-01 20:25:00,NSW1,93.09,8438.7,8023.2
2024-08-01 20:30:00,NSW1,71.74,8276.8,7707.3
2024-08-01 20:35:00,NSW1,107.13,8253.0,8072.7
2024-08-01 20:40:00,NSW1,70.7,8574.8,7968.0
2024-08-01 20:45:00,NSW1,95.41,8226.8,7833.7
2024-08-01 20:50:00,NSW1,119.24,8558.5,8324.5
2024-08-01 20:55:00,NSW1,74.26,8185.1,7999.6
2024-08-01 21:00:00,NSW1,89.05,8320.8,7930.1
2024-08-01 21:05:00,NSW1,65.75,8232.8,7702.5
2024-08-01 21:10:00,NSW1,118.95,8246.7,7695.9
2024-08-01 21:15:00,NSW1,86.68,8158.3,7748.0
2024-08-01 21:20:00,NSW1,71.17,8652.6,8141.0
2024-08-01 21:25:00,NSW1,119.93,8342.4,8114.8
2024-08-01 21:30:00,NSW1,104.77,8322.0,8089.3
2024-08-01 21:35:00,NSW1,92.43,8355.3,8027.9
2024-08-01 21:40:00,NSW1,95.32,8443.8,8214.6
2024-08-01 21:45:00,NSW1,85.02,8186.1,7896.4
2024-08-01 21:50:00,NSW1,73.95,8271.6,7861.7
2024-08-01 21:55:00,NSW1,82.96,8240.3,7709.5
2024-08-01 22:00:00,NSW1,126.36,8313.1,7701.4
2024-08-01 22:05:00,NSW1,114.34,8246.6,7756.0
2024-08-01 22:10:00,NSW1,85.83,8304.3,8106.9
2024-08-01 22:15:00,NSW1,85.98,8130.3,7825.4
2024-08-01 22:20:00,NSW1,67.65,8224.6,7873.1
2024-08-01 22:25:00,NSW1,89.73,8110.5,7473.6
2024-08-01 22:30:00,NSW1,80.65,8458.5,8008.1
2024-08-01 22:35:00,NSW1,36.92,7963.8,7706.5
2024-08-01 22:40:00,NSW1,96.52,8033.5,7718.9
2024-08-01 22:45:00,NSW1,99.89,7990.8,7424.0
2024-08-01 22:50:00,NSW1,79.97,8307.3,7960.9
2024-08-01 22:55:00,NSW1,67.82,7950.3,7509.5
2024-08-01 23:00:00,NSW1,89.22,8160.8,7523.2
2024-08-01 23:05:00,NSW1,111.6,7995.0,7582.4
2024-08-01 23:10:00,NSW1,91.36,8256.4,8014.4
2024-08-01 23:15:00,NSW1,109.25,8305.6,7657.3
2024-08-01 23:20:00,NSW1,96.53,8232.3,7811.6
2024-08-01 23:25:00,NSW1,118.92,8089.2,7680.6
2024-08-01 23:30:00,NSW1,68.04,8221.1,7956.8
2024-08-01 23:35:00,NSW1,43.26,8126.9,7512.0
2024-08-01 23:40:00,NSW1,32.31,8125.9,7618.0
2024-08-01 23:45:00,NSW1,90.72,8328.9,7682.4
2024-08-01 23:50:00,NSW1,81.02,8041.4,7874.2
2024-08-01 23:55:00,NSW1,58.25,8199.4,7889.1
2024-08-02 00:00:00,NSW1,82.55,8156.5,7757.3
2024-08-02 00:05:00,NSW1,68.02,8150.2,7536.6
2024-08-02 00:10:00,NSW1,76.24,8024.1,7714.1
2024-08-02 00:15:00,NSW1,93.74,8091.5,7495.0
2024-08-02 00:20:00,NSW1,100.95,8410.2,8209.8
2024-08-02 00:25:00,NSW1,68.74,8186.4,7959.3
2024-08-02 00:30:00,NSW1,95.02,8317.5,8058.7
2024-08-02 00:35:00,NSW1,86.05,8379.7,8032.9
2024-08-02 00:40:00,NSW1,86.06,8440.1,7795.4
2024-08-02 00:45:00,NSW1,72.08,8041.7,7504.1
2024-08-02 00:50:00,NSW1,70.24,8222.4,7810.3
2024-08-02 00:55:00,NSW1,90.94,8405.8,8235.9
2024-08-02 01:00:00,NSW1,84.46,8117.4,7799.3
2024-08-02 01:05:00,NSW1,47.79,8053.8,7760.9
2024-08-02 01:10:00,NSW1,114.27,7999.8,7537.9
2024-08-02 01:15:00,NSW1,103.47,8094.3,7799.0
2024-08-02 01:20:00,NSW1,81.21,8209.8,7760.8
2024-08-02 01:25:00,NSW1,49.68,8117.3,7570.5
2024-08-02 01:30:00,NSW1,110.29,8222.9,7630.0
2024-08-02 01:35:00,NSW1,87.34,8038.2,7509.7
2024-08-02 01:40:00,NSW1,106.04,7926.3,7706.3
2024-08-02 01:45:00,NSW1,23.6,8021.7,7665.3
2024-08-02 01:50:00,NSW1,59.05,7810.9,7307.0
2024-08-02 01:55:00,NSW1,105.8,7632.4,7081.8
2024-08-02 02:00:00,NSW1,91.78,7794.9,7205.7
2024-08-02 02:05:00,NSW1,55.7,7781.2,7545.7
2024-08-02 02:10:00,NSW1,73.22,7495.8,7214.0
2024-08-02 02:15:00,NSW1,74.84,7651.4,7377.4
2024-08-02 02:20:00,NSW1,124.57,7625.7,7384.3
2024-08-02 02:25:00,NSW1,86.9,7804.7,7232.7
2024-08-02 02:30:00,NSW1,81.24,7610.8,7429.6
2024-08-02 02:35:00,NSW1,80.35,7710.7,7328.5
2024-08-02 02:40:00,NSW1,89.1,7719.4,7340.6
2024-08-02 02:45:00,NSW1,79.14,7881.4,7265.1
2024-08-02 02:50:00,NSW1,60.68,7722.0,7416.3
2024-08-02 02:55:00,NSW1,121.24,7454.0,6936.9
2024-08-02 03:00:00,NSW1,92.16,7677.7,7378.2
2024-08-02 03:05:00,NSW1,80.82,7912.1,7550.0
2024-08-02 03:10:00,NSW1,106.34,7723.7,7411.2
2024-08-02 03:15:00,NSW1,58.5,7815.8,7499.0
2024-08-02 03:20:00,NSW1,88.74,7575.0,7324.6
2024-08-02 03:25:00,NSW1,91.3,7850.4,7412.8
2024-08-02 03:30:00,NSW1,56.84,7810.4,7542.7
2024-08-02 03:35:00,NSW1,110.22,7610.4,7056.5
2024-08-02 03:40:00,NSW1,82.33,7659.4,7215.0
2024-08-02 03:45:00,NSW1,64.65,7964.4,7541.7
2024-08-02 03:50:00,NSW1,54.89,7653.4,7074.7
2024-08-02 03:55:00,NSW1,102.73,8043.8,7624.0
2024-08-02 04:00:00,NSW1,75.37,7978.3,7569.4
2024-08-02 04:05:00,NSW1,48.29,7643.3,7276.5
2024-08-02 04:10:00,NSW1,93.62,8117.8,7818.1
2024-08-02 04:15:00,NSW1,87.83,8056.7,7860.3
2024-08-02 04:20:00,NSW1,76.32,7852.8,7345.5
2024-08-02 04:25:00,NSW1,59.44,7850.8,7476.7
2024-08-02 04:30:00,NSW1,49.87,8192.3,7670.9
2024-08-02 04:35:00,NSW1,77.52,7920.4,7610.4
2024-08-02 04:40:00,NSW1,54.76,8130.0,7531.7
2024-08-02 04:45:00,NSW1,91.25,7886.3,7484.2
2024-08-02 04:50:00,NSW1,110.28,8214.7,7869.6
2024-08-02 04:55:00,NSW1,93.45,8229.8,8008.0
2024-08-02 05:00:00,NSW1,68.68,8125.2,7675.5
2024-08-02 05:05:00,NSW1,68.11,8066.0,7553.7
2024-08-02 05:10:00,NSW1,108.17,8253.6,7640.6
2024-08-02 05:15:00,NSW1,126.79,8194.3,7621.3
2024-08-02 05:20:00,NSW1,91.16,8470.8,7841.8
2024-08-02 05:25:00,NSW1,79.67,8403.9,8007.2
2024-08-02 05:30:00,NSW1,54.46,8335.0,7916.6
2024-08-02 05:35:00,NSW1,116.92,8326.3,8018.7
2024-08-02 05:40:00,NSW1,116.89,8593.3,7946.8
2024-08-02 05:45:00,NSW1,62.1,8432.7,7937.7
2024-08-02 05:50:00,NSW1,67.32,8574.4,8300.2
2024-08-02 05:55:00,NSW1,51.05,8646.5,8292.5
2024-08-02 06:00:00,NSW1,91.56,8300.5,7969.9
2024-08-02 06:05:00,NSW1,92.72,8975.8,8290.2
2024-08-02 06:10:00,NSW1,85.74,8823.9,8483.3
2024-08-02 06:15:00,NSW1,54.55,8798.4,8332.3
2024-08-02 06:20:00,NSW1,110.74,8682.0,8401.8
2024-08-02 06:25:00,NSW1,78.13,8661.9,8450.7
2024-08-02 06:30:00,NSW1,88.11,9115.3,8727.1
2024-08-02 06:35:00,NSW1,78.76,8978.0,8704.8
2024-08-02 06:40:00,NSW1,106.11,9115.1,8551.7
2024-08-02 06:45:00,NSW1,57.31,8889.7,8678.3
2024-08-02 06:50:00,NSW1,97.11,8741.5,8276.8
2024-08-02 06:55:00,NSW1,140.31,9187.8,8726.7
2024-08-02 07:00:00,NSW1,84.56,9172.7,8922.1
2024-08-02 07:05:00,NSW1,93.95,9246.0,8675.3
2024-08-02 07:10:00,NSW1,70.73,9201.5,8849.1
2024-08-02 07:15:00,NSW1,87.24,9273.8,8989.5
2024-08-02 07:20:00,NSW1,105.58,9295.9,8978.8
2024-08-02 07:25:00,NSW1,59.04,9331.6,8667.0
2024-08-02 07:30:00,NSW1,83.92,9241.4,8577.0
2024-08-02 07:35:00,NSW1,99.87,9388.4,8880.9
2024-08-02 07:40:00,NSW1,44.7,9408.4,8715.4
2024-08-02 07:45:00,NSW1,101.69,9183.2,8806.8
2024-08-02 07:50:00,NSW1,121.48,9381.3,9190.7
2024-08-02 07:55:00,NSW1,81.08,9455.9,8835.1
2024-08-02 08:00:00,NSW1,81.86,9314.3,8604.0
2024-08-02 08:05:00,NSW1,88.61,9458.1,9050.6
2024-08-02 08:10:00,NSW1,55.65,9600.4,9077.8
2024-08-02 08:15:00,NSW1,83.46,9153.7,8648.8
2024-08-02 08:20:00,NSW1,105.08,9498.1,8744.5
2024-08-02 08:25:00,NSW1,31.06,9269.6,8672.6
2024-08-02 08:30:00,NSW1,96.66,9253.3,8632.5
2024-08-02 08:35:00,NSW1,100.58,9326.8,8887.3
2024-08-02 08:40:00,NSW1,84.18,9523.2,9040.3
2024-08-02 08:45:00,NSW1,68.1,9186.5,8713.9
2024-08-02 08:50:00,NSW1,52.03,8980.6,8685.2
2024-08-02 08:55:00,NSW1,109.56,9073.9,8586.2
2024-08-02 09:00:00,NSW1,76.12,9282.1,9041.7
2024-08-02 09:05:00,NSW1,73.34,9510.6,9260.5
2024-08-02 09:10:00,NSW1,119.8,9311.5,8856.2
2024-08-02 09:15:00,NSW1,71.34,9115.4,8758.2
2024-08-02 09:20:00,NSW1,89.57,8923.0,8215.6
2024-08-02 09:25:00,NSW1,64.61,8703.7,8412.0
2024-08-02 09:30:00,NSW1,96.49,8714.5,8068.8
2024-08-02 09:35:00,NSW1,100.06,9067.3,8353.3
2024-08-02 09:40:00,NSW1,68.56,8989.8,8476.6
2024-08-02 09:45:00,NSW1,79.03,8715.4,8423.2
2024-08-02 09:50:00,NSW1,129.58,8810.5,8617.6
2024-08-02 09:55:00,NSW1,103.29,8579.1,8202.6
2024-08-02 10:00:00,NSW1,94.24,8917.0,8554.9
2024-08-02 10:05:00,NSW1,65.91,8552.7,7983.8
2024-08-02 10:10:00,NSW1,42.3,8401.1,8038.0
2024-08-02 10:15:00,NSW1,77.25,8509.1,8158.1
2024-08-02 10:20:00,NSW1,70.72,8661.9,8408.9
2024-08-02 10:25:00,NSW1,88.42,8457.3,8014.4
2024-08-02 10:30:00,NSW1,97.52,8540.9,8193.9
2024-08-02 10:35:00,NSW1,55.54,8462.4,8261.4
2024-08-02 10:40:00,NSW1,68.62,8475.1,7905.7
2024-08-02 10:45:00,NSW1,82.18,8593.4,8185.5
2024-08-02 10:50:00,NSW1,134.53,8405.6,8018.1
2024-08-02 10:55:00,NSW1,89.0,8472.4,8181.5
2024-08-02 11:00:00,NSW1,56.2,8306.6,7765.0
2024-08-02 11:05:00,NSW1,63.55,8279.5,7718.5
2024-08-02 11:10:00,NSW1,88.33,8577.5,7988.0
2024-08-02 11:15:00,NSW1,67.86,8486.1,7809.8
2024-08-02 11:20:00,NSW1,92.63,8146.6,7674.7
2024-08-02 11:25:00,NSW1,70.65,8119.7,7897.2
2024-08-02 11:30:00,NSW1,71.03,8542.7,8163.3
2024-08-02 11:35:00,NSW1,43.93,8015.6,7375.9
2024-08-02 11:40:00,NSW1,102.66,7991.2,7396.5
2024-08-02 11:45:00,NSW1,127.16,8145.7,7525.7
2024-08-02 11:50:00,NSW1,115.72,8485.1,8113.5
2024-08-02 11:55:00,NSW1,87.91,8395.1,8139.0
2024-08-02 12:00:00,NSW1,76.0,8088.0,7603.1
2024-08-02 12:05:00,NSW1,93.61,8333.5,7925.5
2024-08-02 12:10:00,NSW1,71.43,8028.4,7595.2
2024-08-02 12:15:00,NSW1,72.32,8199.9,7905.8
